Client,Industry,Platform,Content Type,Content Topic,Reach,Impressions,Likes,Comments,Clicks,Leads,Ad Spend,Performance Score
Client_1,Fashion,Instagram,Text,News,5473,9734,449,36,350,41,0,100
Client_10,Fashion,LinkedIn,Image,News,5800,7730,322,40,159,10,0,100
Client_4,Food,LinkedIn,Video,Promo,6801,10180,222,19,215,27,0,100
Client_4,Finance,LinkedIn,Reel,Tutorial,9025,16808,390,24,658,65,229,100
Client_10,Finance,Facebook,Video,Education,2788,3952,237,32,121,15,189,100
Client_1,Food,TikTok,Carousel,Promo,16504,28436,1235,100,654,33,277,100
Client_10,Food,LinkedIn,Text,Promo,8929,11384,866,79,398,28,142,100
Client_6,Tech,TikTok,Video,Tutorial,26982,48438,1665,164,1862,108,13,100
Client_1,Health,Instagram,Video,Tutorial,10728,18113,381,33,257,35,11,100
Client_3,Fashion,LinkedIn,Carousel,Tutorial,2487,3009,153,12,115,6,0,100
Client_2,Health,Facebook,Reel,News,2535,3465,70,9,89,5,0,81
Client_10,Tech,YouTube,Reel,Tutorial,20565,31011,1086,146,895,59,29,100
Client_8,Fashion,Instagram,Video,BehindScenes,10200,18278,829,80,484,47,89,100
Client_6,Fashion,Instagram,Text,Promo,3345,5560,168,8,153,19,0,100
Client_9,Finance,LinkedIn,Text,News,6848,10729,544,62,149,20,0,100
Client_8,Finance,Instagram,Carousel,BehindScenes,1703,2117,56,2,32,2,0,38
Client_8,Food,TikTok,Carousel,Tutorial,9806,11677,606,59,408,54,0,100
Client_10,Finance,Instagram,Video,Promo,4330,5041,331,30,127,7,0,100
Client_1,Finance,YouTube,Image,BehindScenes,16049,18938,452,24,547,81,0,100
Client_7,Finance,Facebook,Text,Tutorial,10387,14316,622,52,340,27,47,100
Client_3,Fashion,YouTube,Image,News,19204,29043,2228,211,525,52,0,100
Client_4,Food,Facebook,Reel,Promo,7522,8559,248,26,132,10,0,100
Client_1,Health,Facebook,Image,Promo,2063,3525,125,8,101,12,0,100
Client_6,Tech,Instagram,Carousel,BehindScenes,7315,9177,365,25,353,34,0,100
Client_1,Tech,Instagram,Image,News,5566,9805,345,51,324,26,0,100
Client_7,Food,LinkedIn,Video,BehindScenes,6830,11678,675,81,253,24,0,100
Client_1,Fashion,Facebook,Text,BehindScenes,11694,17208,541,59,312,43,112,100
Client_7,Health,YouTube,Image,Education,23710,45060,2097,191,576,63,101,100
Client_3,Finance,Instagram,Image,BehindScenes,7410,11424,322,38,296,15,168,100
Client_9,Fashion,TikTok,Video,Education,19064,22469,1354,183,269,38,0,100
Client_6,Fashion,Instagram,Reel,News,2418,3622,85,8,86,9,0,85
Client_9,Health,LinkedIn,Text,Education,7062,7905,550,32,226,23,0,100
Client_10,Tech,LinkedIn,Reel,Education,5840,9925,368,30,241,23,0,100
Client_6,Finance,YouTube,Video,Education,15016,19352,1006,116,313,45,116,100
Client_6,Finance,TikTok,Video,News,18795,34035,736,90,1103,102,235,100
Client_3,Food,Instagram,Carousel,Promo,10764,13851,561,70,410,24,27,100
Client_8,Food,LinkedIn,Image,Education,7960,12174,486,25,152,16,143,100
Client_2,Fashion,Instagram,Text,BehindScenes,7038,8835,271,15,233,17,74,100
Client_5,Tech,Facebook,Video,Promo,5318,6948,381,46,276,36,0,100
Client_1,Tech,Facebook,Carousel,Tutorial,1868,2123,88,7,31,3,0,42
Client_1,Tech,LinkedIn,Video,Education,3783,6920,278,15,120,14,175,100
Client_10,Fashion,TikTok,Image,Tutorial,11169,16028,885,126,505,70,0,100
Client_9,Fashion,Instagram,Text,Promo,11409,15683,534,54,468,60,133,100
Client_5,Food,LinkedIn,Reel,News,2999,4965,390,50,144,8,0,100
Client_2,Health,TikTok,Video,News,29227,47857,3339,337,1161,171,193,100
Client_4,Finance,LinkedIn,Image,Education,5419,9552,307,43,341,37,0,100
Client_5,Food,TikTok,Image,News,10812,12733,437,22,157,11,0,100
Client_2,Fashion,LinkedIn,Text,News,7632,10856,641,34,233,25,0,100
Client_3,Fashion,TikTok,Carousel,Tutorial,12748,20039,515,36,598,34,0,100
Client_6,Tech,Facebook,Carousel,BehindScenes,7405,10598,582,58,351,25,188,100
Client_8,Fashion,YouTube,Image,News,18295,26864,887,79,720,56,260,100
Client_5,Tech,Facebook,Text,Education,11472,19552,1443,174,547,52,175,100
Client_3,Food,Instagram,Reel,Education,11319,17593,750,69,245,35,264,100
Client_6,Fashion,LinkedIn,Video,Tutorial,6090,10355,285,24,282,26,0,100
Client_2,Health,Instagram,Video,Education,7852,9800,256,13,390,43,0,100
Client_2,Fashion,TikTok,Carousel,Education,16606,23694,789,91,434,60,234,100
Client_9,Tech,Instagram,Image,Tutorial,6346,9273,592,72,368,36,0,100
Client_6,Health,Facebook,Video,BehindScenes,7543,12999,562,73,471,67,0,100
Client_5,Fashion,YouTube,Video,Education,17010,24703,1276,143,511,69,0,100
Client_6,Fashion,YouTube,Text,BehindScenes,17923,23600,753,106,516,66,0,100
Client_6,Food,TikTok,Image,BehindScenes,28377,50217,1493,210,751,74,68,100
Client_7,Food,TikTok,Image,BehindScenes,23608,43844,1002,146,1607,105,247,100
Client_8,Fashion,Facebook,Video,BehindScenes,6450,11272,595,54,180,24,67,100
Client_3,Food,Facebook,Text,BehindScenes,6252,8019,229,21,320,45,264,100
Client_7,Tech,LinkedIn,Video,Tutorial,1855,2051,115,7,72,6,0,82
Client_2,Tech,YouTube,Text,Promo,14647,21645,1028,122,545,52,0,100
Client_7,Fashion,Instagram,Text,BehindScenes,7122,11704,498,40,156,12,241,100
Client_8,Tech,YouTube,Reel,BehindScenes,18047,29640,1580,133,938,132,0,100
Client_7,Health,YouTube,Text,Tutorial,16291,21611,1074,91,806,42,0,100
Client_3,Finance,YouTube,Image,Education,16676,23892,728,60,570,82,0,100
Client_6,Tech,Facebook,Carousel,BehindScenes,2658,3464,73,6,95,11,0,92
Client_8,Food,YouTube,Text,BehindScenes,9614,14796,333,25,544,78,0,100
Client_4,Fashion,LinkedIn,Carousel,BehindScenes,3393,5996,227,30,86,12,0,100
Client_5,Tech,LinkedIn,Image,BehindScenes,4970,6681,517,26,237,18,0,100
Client_5,Fashion,Instagram,Carousel,Promo,2796,3772,93,11,49,5,111,61
Client_7,Tech,Facebook,Carousel,Promo,1195,1459,39,4,19,0,0,30
Client_1,Health,Facebook,Carousel,Education,6826,8322,576,35,298,40,0,100
Client_8,Fashion,Facebook,Video,Tutorial,4213,7465,275,28,192,21,0,100
Client_3,Health,Instagram,Video,Promo,1930,2395,84,5,60,3,0,56
Client_9,Finance,LinkedIn,Reel,Tutorial,7629,8502,632,92,267,20,0,100
Client_4,Fashion,LinkedIn,Reel,News,4700,5537,270,33,158,19,0,100
Client_10,Tech,Instagram,Reel,Tutorial,6045,7340,255,36,101,5,162,88
Client_2,Finance,YouTube,Reel,BehindScenes,19098,33315,2255,303,769,44,271,100
Client_1,Food,YouTube,Carousel,News,13801,20486,620,81,246,17,0,100
Client_8,Health,Facebook,Image,Tutorial,1389,1813,54,7,56,7,0,58
Client_7,Fashion,Instagram,Reel,News,8338,11560,772,64,323,21,135,100
Client_1,Finance,Instagram,Reel,BehindScenes,9997,12280,870,70,249,32,168,100
Client_3,Food,YouTube,Reel,Education,26517,50440,1790,206,1650,126,267,100
Client_7,Food,Facebook,Video,BehindScenes,2566,4222,159,21,59,3,0,64
Client_2,Food,TikTok,Reel,News,17936,24466,1825,153,399,50,0,100
Client_8,Finance,Facebook,Text,News,2802,3358,260,30,71,7,0,87
Client_6,Food,Instagram,Reel,Education,8343,16006,1145,104,513,34,250,100
Client_7,Health,YouTube,Video,BehindScenes,17529,29886,1174,91,714,42,73,100
Client_8,Finance,LinkedIn,Carousel,Promo,3996,6388,259,14,229,24,29,100
Client_6,Fashion,TikTok,Text,News,13059,23301,890,110,559,58,0,100
Client_9,Food,Facebook,Text,Education,3681,4229,300,19,98,10,0,100
Client_8,Fashion,YouTube,Video,Education,29007,34721,2027,128,913,126,24,100
Client_3,Health,Instagram,Carousel,Education,7304,9604,285,27,110,13,0,100
Client_4,Food,Instagram,Image,News,4776,6898,145,17,224,15,0,100
Client_4,Finance,YouTube,Text,News,14158,18776,656,62,540,69,0,100
Client_9,Health,TikTok,Video,Promo,13333,19065,539,31,331,43,0,100
Client_7,Fashion,LinkedIn,Carousel,Promo,5061,7111,155,19,119,13,0,100
Client_4,Tech,YouTube,Carousel,News,15187,19115,437,52,373,24,0,100
Client_3,Tech,Facebook,Video,Tutorial,2531,2890,205,18,45,4,0,69
Client_4,Tech,LinkedIn,Reel,Tutorial,6781,9550,525,42,233,20,0,100
Client_1,Fashion,Instagram,Image,Education,6426,11452,780,94,116,11,0,100
Client_9,Tech,TikTok,Image,BehindScenes,18030,30592,1677,204,342,48,0,100
Client_10,Health,Facebook,Image,News,1233,2186,68,9,46,4,0,59
Client_8,Food,Instagram,Image,Education,8755,15299,344,50,457,23,180,100
Client_2,Finance,YouTube,Image,Tutorial,9118,11372,446,55,356,48,0,100
Client_4,Finance,LinkedIn,Video,Promo,5008,5959,256,23,82,8,0,100
Client_5,Fashion,TikTok,Text,News,28312,42648,1561,190,687,37,215,100
Client_10,Tech,LinkedIn,Reel,BehindScenes,4656,5611,254,34,189,28,175,100
Client_10,Fashion,Instagram,Text,BehindScenes,1130,1773,73,7,56,6,0,62
Client_9,Health,Instagram,Image,Education,3684,5408,257,34,134,20,0,100
Client_3,Finance,TikTok,Video,BehindScenes,10889,18868,1094,155,531,26,0,100
Client_5,Health,YouTube,Carousel,Education,17849,24873,1052,119,865,79,0,100
Client_8,Fashion,TikTok,Reel,Education,20578,26425,1173,86,738,83,246,100
Client_7,Food,Facebook,Image,News,7398,11832,321,45,465,68,207,100
Client_4,Health,YouTube,Video,Tutorial,10032,13077,319,33,155,17,0,100
Client_1,Health,LinkedIn,Carousel,Promo,2202,2525,197,10,78,10,0,95
Client_2,Fashion,Instagram,Text,Tutorial,7101,11766,868,83,197,10,0,100
Client_8,Food,Instagram,Carousel,Promo,2854,3820,124,7,57,5,0,79
Client_1,Finance,LinkedIn,Text,Education,6317,8712,482,64,152,16,0,100
Client_1,Tech,LinkedIn,Carousel,News,4733,5947,424,38,179,25,0,100
Client_3,Fashion,TikTok,Video,Promo,8386,13102,672,69,406,28,0,100
Client_7,Health,YouTube,Reel,BehindScenes,16185,19546,1445,117,446,49,0,100
Client_2,Finance,LinkedIn,Video,Education,6524,8422,520,45,310,35,0,100
Client_6,Fashion,Facebook,Video,Education,9015,15982,654,77,320,45,80,100
Client_6,Health,Instagram,Carousel,News,2918,4789,215,27,188,12,0,100
Client_5,Finance,YouTube,Carousel,News,16411,23571,823,76,288,37,0,100
Client_7,Fashion,LinkedIn,Text,Tutorial,11421,17558,1063,98,264,32,293,100
Client_8,Health,Facebook,Text,Education,9895,18985,992,82,425,45,118,100
Client_1,Fashion,TikTok,Carousel,Promo,18380,22603,975,60,461,24,0,100
Client_8,Finance,LinkedIn,Video,BehindScenes,6546,10570,406,56,289,37,0,100
Client_1,Fashion,LinkedIn,Video,Promo,7384,12926,806,68,370,46,0,100
Client_10,Finance,TikTok,Video,Education,10008,11732,854,110,370,18,0,100
Client_5,Fashion,TikTok,Carousel,News,20286,35852,2438,194,1023,63,119,100
Client_10,Fashion,Instagram,Reel,Education,4383,5699,163,15,91,5,157,77
Client_5,Fashion,Instagram,Carousel,Tutorial,9372,13974,608,79,462,67,223,100
Client_4,Tech,Instagram,Image,Tutorial,3097,4257,199,15,163,9,0,100
Client_4,Fashion,TikTok,Reel,Education,11671,17651,956,121,601,65,0,100
Client_9,Tech,Facebook,Carousel,Tutorial,4365,5075,138,12,80,9,0,92
Client_1,Finance,YouTube,Carousel,News,19927,24906,1670,224,520,30,0,100
Client_5,Finance,Facebook,Carousel,News,4440,7444,435,32,250,27,0,100
Client_4,Finance,YouTube,Text,Promo,9610,11314,656,70,346,44,0,100
Client_9,Finance,TikTok,Image,Tutorial,22350,35768,1643,157,1184,149,160,100
Client_6,Finance,Instagram,Text,BehindScenes,7459,10256,296,26,150,9,0,100
Client_2,Health,YouTube,Reel,BehindScenes,16835,26090,787,46,826,64,0,100
Client_2,Health,Instagram,Reel,Promo,1780,2073,92,11,37,3,0,52
Client_3,Tech,Instagram,Text,BehindScenes,6362,8590,433,60,272,28,0,100
Client_9,Tech,YouTube,Image,Promo,9841,11124,614,61,133,15,0,100
Client_1,Health,Instagram,Reel,Tutorial,6828,12201,431,57,347,32,0,100
Client_6,Fashion,Facebook,Text,Education,9708,13593,983,71,464,43,24,100
Client_4,Fashion,Instagram,Image,Promo,2313,3611,81,4,68,8,230,71
Client_9,Finance,LinkedIn,Video,Promo,3690,6846,171,21,161,15,47,100
Client_4,Finance,LinkedIn,Carousel,BehindScenes,3012,4452,267,21,62,6,0,89
Client_1,Finance,Facebook,Carousel,BehindScenes,7744,10033,501,51,173,10,228,100
Client_2,Health,Instagram,Text,Tutorial,6515,9295,397,31,310,34,0,100
Client_3,Finance,Instagram,Image,News,4690,7025,212,26,128,15,149,100
Client_7,Finance,Instagram,Text,News,3408,4937,368,24,186,12,0,100
Client_8,Finance,Instagram,Video,News,3402,4915,346,51,115,11,0,100
Client_7,Health,LinkedIn,Carousel,Tutorial,4763,7783,213,23,88,12,0,100
Client_7,Fashion,YouTube,Image,Tutorial,18820,24444,1330,159,828,86,45,100
Client_4,Health,TikTok,Text,BehindScenes,16249,20392,844,45,624,57,0,100
Client_2,Fashion,LinkedIn,Video,Promo,1422,2092,90,5,76,3,0,69
Client_1,Finance,LinkedIn,Text,BehindScenes,3343,4102,274,37,156,8,185,100
Client_7,Finance,Instagram,Carousel,Education,3861,6008,220,13,229,20,0,100
Client_10,Tech,Facebook,Video,BehindScenes,1110,1291,41,3,21,1,0,32
Client_7,Finance,LinkedIn,Image,BehindScenes,5698,6681,145,21,95,7,0,100
Client_6,Health,YouTube,Video,BehindScenes,15427,23414,1497,80,601,72,0,100
Client_1,Food,TikTok,Carousel,BehindScenes,27250,48993,1544,150,1459,102,114,100
Client_1,Health,TikTok,Text,Education,12799,22350,1663,118,741,79,121,100
Client_1,Fashion,LinkedIn,Image,Tutorial,1676,2133,87,9,42,4,0,66
Client_8,Health,Facebook,Video,News,6494,10528,663,46,219,25,0,100
Client_5,Finance,YouTube,Text,News,19020,35636,1576,107,1055,76,93,100
Client_8,Tech,LinkedIn,Carousel,News,2907,3688,168,14,101,8,141,94
Client_4,Health,Facebook,Carousel,Tutorial,7983,10157,475,24,115,12,0,100
Client_8,Health,YouTube,Video,News,12716,21039,1442,81,405,24,0,100
Client_4,Health,Facebook,Video,Tutorial,5233,9382,626,37,288,19,139,100
Client_2,Finance,TikTok,Text,BehindScenes,15001,22906,1215,78,247,24,0,100
Client_5,Finance,LinkedIn,Video,Promo,5824,9969,240,19,341,41,0,100
Client_4,Fashion,Facebook,Carousel,News,7248,8846,271,14,346,18,68,100
Client_5,Finance,Facebook,Text,BehindScenes,8092,9675,439,59,379,50,149,100
Client_10,Tech,Instagram,Image,Education,11286,21284,1401,158,235,16,104,100
Client_6,Finance,Facebook,Video,BehindScenes,6460,9196,265,26,312,40,0,100
Client_3,Fashion,Instagram,Image,Tutorial,4823,6532,434,49,129,18,0,100
Client_10,Health,LinkedIn,Image,BehindScenes,6108,8204,291,43,233,11,179,100
Client_10,Food,Instagram,Reel,Education,2653,4593,199,22,158,13,295,100
Client_6,Health,Instagram,Reel,News,10786,13024,941,75,305,27,272,100
Client_7,Tech,Facebook,Reel,Promo,7343,9921,604,61,99,13,0,100
Client_2,Health,LinkedIn,Image,News,3606,6108,271,18,131,15,76,100
Client_8,Health,Facebook,Reel,Education,11826,16580,482,65,594,50,30,100
Client_8,Food,Instagram,Image,Education,1910,2715,189,15,43,2,0,66
Client_4,Fashion,TikTok,Text,Education,18261,22920,1716,247,755,75,0,100
Client_3,Food,YouTube,Image,News,15641,18012,1425,196,699,82,0,100
Client_4,Health,TikTok,Carousel,Promo,14520,22810,579,59,797,101,0,100
Client_5,Finance,LinkedIn,Reel,BehindScenes,6695,10212,525,39,316,24,0,100
Client_5,Health,TikTok,Text,News,9827,11217,753,85,248,28,0,100
Client_4,Tech,LinkedIn,Carousel,Promo,1628,1960,143,8,68,4,0,78
Client_6,Tech,LinkedIn,Reel,Tutorial,3928,6513,155,16,188,15,0,100
Client_1,Tech,LinkedIn,Image,News,6225,9476,208,27,121,15,281,100
Client_5,Fashion,Facebook,Text,Promo,3982,6793,302,23,267,29,206,100
Client_6,Finance,Facebook,Reel,BehindScenes,7407,9290,224,19,146,20,0,100
Client_3,Fashion,Facebook,Carousel,News,2401,3295,70,8,94,10,0,99
Client_6,Fashion,YouTube,Image,BehindScenes,14130,25139,701,103,466,58,0,100
Client_3,Fashion,YouTube,Video,Education,16058,20679,572,44,663,92,0,100
Client_6,Health,Instagram,Carousel,BehindScenes,5257,7200,567,53,101,9,0,100
