Client,Industry,Platform,Content Type,Content Topic,Reach,Impressions,Likes,Comments,Clicks,Leads,Ad Spend,Performance Score
Client_7,Finance,YouTube,Carousel,BehindScenes,26182,41740,1768,134,1065,122,199,100
Client_4,Health,Instagram,Carousel,Education,7715,9969,483,31,255,27,0,100
Client_8,Fashion,Facebook,Text,Education,3694,5018,161,3,94,8,0,79
Client_3,Tech,LinkedIn,Carousel,News,4668,6778,151,15,138,15,0,100
Client_1,Finance,TikTok,Video,News,23717,28546,1664,50,567,40,0,100
Client_6,Finance,TikTok,Image,Promo,24362,34149,557,43,941,80,0,100
Client_7,Finance,Facebook,Reel,BehindScenes,1423,1901,21,1,36,4,0,31
Client_5,Food,Facebook,Reel,News,4823,6110,101,9,119,13,0,82
Client_5,Finance,Facebook,Video,Education,4744,7293,432,19,144,15,188,100
Client_3,Food,Facebook,Text,Promo,4498,6872,129,12,189,12,0,100
Client_7,Finance,TikTok,Text,News,23771,32490,462,30,380,27,0,100
Client_3,Finance,Instagram,Reel,Education,7446,8999,162,11,157,15,0,100
Client_4,Tech,LinkedIn,Image,Education,2882,4526,257,17,117,6,0,95
Client_5,Health,Facebook,Carousel,BehindScenes,4891,6109,199,12,133,11,0,100
Client_6,Tech,TikTok,Video,Tutorial,40605,52774,1470,141,1405,90,150,100
Client_5,Food,Instagram,Image,BehindScenes,10703,15461,191,10,214,24,0,100
Client_7,Fashion,Instagram,Reel,News,7537,10840,447,32,194,15,195,100
Client_4,Tech,TikTok,Reel,Promo,13257,20258,304,17,230,22,0,100
Client_6,Health,Instagram,Text,Education,7144,9263,276,16,94,7,0,86
Client_7,Tech,TikTok,Video,Tutorial,13742,19530,288,7,430,42,0,100
Client_8,Tech,Facebook,Reel,Tutorial,4383,6826,325,29,99,5,0,94
Client_4,Fashion,Facebook,Image,Tutorial,6568,10455,475,36,262,22,57,100
Client_6,Fashion,LinkedIn,Video,Education,4618,5868,152,8,119,6,0,86
Client_8,Finance,Instagram,Image,Promo,20189,26793,458,42,418,45,132,100
Client_6,Tech,Facebook,Image,Education,4496,7017,407,31,189,11,100,100
Client_6,Finance,Instagram,Reel,Education,11308,14127,589,30,156,17,0,100
Client_2,Tech,Facebook,Image,News,2419,3093,115,5,83,4,0,65
Client_1,Food,LinkedIn,Carousel,BehindScenes,2479,3369,199,9,43,3,0,53
Client_8,Health,LinkedIn,Text,News,2938,4194,129,2,66,4,162,50
Client_1,Fashion,TikTok,Reel,BehindScenes,20158,27381,1520,85,807,69,0,100
Client_3,Food,TikTok,Video,BehindScenes,29850,46470,571,47,922,77,72,100
Client_3,Food,TikTok,Text,Tutorial,24797,37111,677,52,865,57,0,100
Client_6,Fashion,YouTube,Carousel,News,21351,35674,2131,162,925,100,119,100
Client_3,Finance,YouTube,Reel,Education,21806,26481,1095,37,366,42,0,100
Client_4,Finance,YouTube,Video,Education,29846,40675,1146,107,432,35,21,100
Client_4,Fashion,Facebook,Reel,BehindScenes,1725,2094,35,0,52,4,0,44
Client_7,Finance,TikTok,Reel,Tutorial,23330,35762,2091,80,981,73,0,100
Client_3,Finance,TikTok,Image,News,28163,37935,775,56,572,57,0,100
Client_1,Tech,Instagram,Carousel,BehindScenes,14379,18660,1002,93,370,41,194,100
Client_2,Health,Facebook,Text,BehindScenes,4076,6865,130,5,199,21,22,100
Client_3,Tech,Facebook,Video,Promo,4610,6060,124,3,113,12,0,84
Client_5,Health,Facebook,Reel,News,5174,8763,243,21,103,9,83,85
Client_5,Fashion,Instagram,Carousel,Promo,8079,12447,722,59,241,27,0,100
Client_3,Finance,Facebook,Text,BehindScenes,6129,8040,83,3,221,11,115,100
Client_4,Health,Facebook,Image,BehindScenes,2272,3140,100,7,51,4,0,44
Client_8,Tech,Facebook,Video,BehindScenes,1275,1535,27,1,27,2,0,21
Client_4,Food,Facebook,Text,Tutorial,4727,5921,82,3,159,11,0,99
Client_1,Finance,YouTube,Video,Tutorial,11171,16029,445,29,339,29,0,100
Client_3,Fashion,Instagram,Reel,Education,7305,10692,196,10,304,23,0,100
Client_4,Health,Facebook,Text,BehindScenes,4650,7279,173,15,172,19,0,100
Client_3,Fashion,LinkedIn,Reel,News,4619,6361,80,7,104,11,0,76
Client_5,Fashion,LinkedIn,Image,BehindScenes,4472,6918,235,7,151,8,0,100
Client_4,Health,YouTube,Text,News,22580,28079,291,23,533,36,0,100
Client_1,Finance,Facebook,Image,BehindScenes,4095,6506,89,8,171,13,0,100
Client_7,Finance,Instagram,Text,Promo,6361,8785,291,19,168,12,0,100
Client_5,Fashion,Instagram,Reel,Education,5126,6237,349,12,80,6,0,81
Client_3,Health,Instagram,Carousel,Promo,20283,30523,1468,77,671,66,188,100
Client_6,Food,YouTube,Video,News,24711,35688,376,19,970,112,0,100
Client_5,Health,Facebook,Carousel,Promo,3889,6210,134,2,179,11,0,100
Client_7,Health,TikTok,Reel,Tutorial,11609,14522,514,25,167,8,0,100
Client_8,Food,TikTok,Reel,Education,16845,24251,749,26,269,29,0,100
Client_3,Health,LinkedIn,Reel,BehindScenes,4615,7250,209,12,158,8,0,100
Client_8,Fashion,Facebook,Video,Promo,6176,9322,555,42,233,21,122,100
Client_3,Tech,TikTok,Video,BehindScenes,29225,44750,1862,151,1064,61,0,100
Client_7,Fashion,LinkedIn,Carousel,News,3081,4311,106,10,50,5,0,47
Client_4,Food,Instagram,Video,Promo,9940,13008,667,13,287,32,28,100
Client_2,Finance,Instagram,Carousel,BehindScenes,18845,31149,1730,88,387,19,233,100
Client_6,Food,TikTok,Text,BehindScenes,23261,39394,431,19,905,72,147,100
Client_8,Tech,Facebook,Video,Education,3654,5680,141,3,62,6,0,56
Client_2,Fashion,TikTok,Video,Promo,12722,16184,457,34,420,40,0,100
Client_6,Health,Instagram,Video,Education,9049,11141,588,45,184,18,0,100
Client_7,Food,Facebook,Text,Education,3474,4704,73,5,79,4,0,50
Client_4,Tech,Facebook,Reel,Education,2175,3183,129,2,33,3,0,36
Client_2,Food,LinkedIn,Carousel,BehindScenes,3690,5164,179,14,59,5,232,63
Client_1,Food,Instagram,Image,Education,10808,14193,826,46,380,42,0,100
Client_6,Health,YouTube,Carousel,News,22660,34510,1815,63,942,103,0,100
Client_2,Tech,Instagram,Reel,Promo,12580,16257,220,10,451,36,0,100
Client_7,Health,LinkedIn,Reel,Promo,4663,7338,259,14,197,15,180,100
Client_8,Fashion,YouTube,Reel,BehindScenes,29965,36013,761,57,960,105,0,100
Client_2,Fashion,LinkedIn,Reel,BehindScenes,1583,2125,62,5,48,2,0,39
Client_2,Health,Facebook,Carousel,Education,2458,3117,68,6,35,2,0,34
Client_4,Tech,TikTok,Carousel,BehindScenes,12432,19218,1003,96,542,49,0,100
Client_2,Finance,LinkedIn,Reel,Education,2914,3660,74,2,80,4,0,58
Client_8,Health,Facebook,Reel,BehindScenes,3343,4659,82,7,95,9,0,74
Client_1,Tech,YouTube,Reel,Tutorial,28026,38592,834,49,1097,88,201,100
Client_4,Tech,YouTube,Text,BehindScenes,14161,19228,677,39,514,44,0,100
Client_5,Food,LinkedIn,Image,Promo,2170,3014,87,4,49,3,0,47
Client_5,Fashion,TikTok,Video,Education,11556,15708,873,75,424,40,0,100
Client_2,Tech,TikTok,Image,BehindScenes,16835,22491,582,26,403,36,0,100
Client_5,Food,TikTok,Image,BehindScenes,16586,20074,209,5,495,38,0,100
Client_8,Fashion,Instagram,Text,Education,11342,16214,498,45,202,14,0,100
Client_5,Health,Instagram,Reel,News,20202,33096,995,33,634,49,185,100
Client_2,Fashion,YouTube,Image,Education,16426,20373,212,6,253,24,0,100
Client_2,Food,LinkedIn,Text,Promo,3200,4957,224,7,98,10,226,83
Client_4,Tech,TikTok,Carousel,Promo,24181,37408,2095,182,489,52,0,100
Client_6,Fashion,Instagram,Image,News,11453,15231,572,17,389,25,0,100
Client_7,Tech,Instagram,Text,Education,14005,18081,633,34,427,49,0,100
Client_6,Finance,YouTube,Image,News,19242,24716,815,27,392,32,0,100
Client_3,Food,YouTube,Reel,BehindScenes,25566,40592,1860,82,1089,69,0,100
Client_7,Food,Instagram,Carousel,News,13195,20808,533,11,358,21,0,100
Client_7,Food,Instagram,Image,Education,9898,13462,478,44,142,16,0,100
Client_7,Food,Instagram,Carousel,Promo,11811,17542,750,33,233,26,90,100
Client_6,Tech,Facebook,Video,Tutorial,1843,2586,133,7,77,6,0,59
Client_7,Finance,TikTok,Image,Education,11835,15848,489,14,327,21,0,100
Client_7,Health,LinkedIn,Text,Promo,4586,5761,73,3,157,18,0,100
Client_3,Tech,LinkedIn,Text,Promo,4117,5968,146,4,80,9,0,68
Client_3,Health,Facebook,Image,Promo,1952,3121,91,4,43,4,21,45
Client_4,Fashion,Facebook,Text,Tutorial,6031,8413,283,10,98,9,77,87
Client_1,Tech,Instagram,Carousel,BehindScenes,19678,27820,1483,112,285,30,52,100
Client_4,Health,LinkedIn,Carousel,News,6092,7900,229,20,166,13,148,100
Client_7,Tech,Instagram,Reel,BehindScenes,11342,16861,484,19,223,18,0,100
Client_1,Fashion,YouTube,Carousel,BehindScenes,11183,16807,518,29,288,32,0,100
Client_3,Food,Facebook,Reel,BehindScenes,1391,2205,65,4,44,2,0,33
Client_4,Finance,Facebook,Video,Tutorial,2986,4408,172,12,124,6,0,86
Client_1,Finance,LinkedIn,Reel,BehindScenes,1570,2073,72,3,33,2,53,36
Client_6,Food,Facebook,Reel,Promo,2655,4132,113,7,74,6,0,64
Client_1,Health,TikTok,Text,BehindScenes,15192,22821,1066,72,300,35,0,100
Client_5,Food,LinkedIn,Text,News,1027,1501,21,0,35,2,0,30
Client_2,Health,Instagram,Reel,Education,8729,10538,176,13,300,16,0,100
Client_2,Fashion,TikTok,Image,Education,16894,20432,980,81,304,29,0,100
Client_4,Health,TikTok,Video,Tutorial,16956,26909,663,56,396,36,0,100
Client_8,Food,Instagram,Carousel,Education,14736,23718,1202,44,592,58,138,100
Client_8,Fashion,Facebook,Image,Promo,1425,2160,23,0,43,2,0,34
Client_7,Food,LinkedIn,Reel,News,5146,7320,301,21,175,20,182,100
Client_7,Tech,Facebook,Carousel,BehindScenes,3953,6288,114,4,167,10,140,100
Client_4,Tech,LinkedIn,Text,News,4276,5599,145,5,148,8,0,94
Client_7,Finance,LinkedIn,Carousel,News,3622,5632,240,18,63,3,0,63
Client_7,Health,YouTube,Image,Education,33787,50449,2452,190,615,32,227,100
Client_5,Finance,Instagram,Reel,BehindScenes,17078,28492,788,77,609,71,52,100
Client_5,Finance,TikTok,Image,Promo,30000,42651,1823,100,694,66,176,100
Client_7,Tech,LinkedIn,Image,BehindScenes,3550,5099,174,12,117,6,0,86
Client_7,Fashion,Instagram,Video,Promo,10869,14356,848,45,195,10,0,100
Client_8,Finance,Instagram,Text,News,14158,17482,479,45,460,43,0,100
Client_8,Food,TikTok,Carousel,Tutorial,36114,52434,1861,113,756,54,171,100
Client_4,Fashion,Instagram,Reel,Education,12909,19206,915,54,330,16,0,100
Client_7,Food,Facebook,Carousel,Promo,2900,4073,169,7,60,5,0,54
Client_1,Finance,LinkedIn,Text,BehindScenes,2890,4420,137,7,118,12,0,88
Client_6,Health,LinkedIn,Carousel,BehindScenes,2812,3964,190,18,86,8,227,78
Client_5,Fashion,Facebook,Carousel,BehindScenes,2566,3117,110,3,67,5,0,54
Client_7,Health,Instagram,Video,Promo,12265,15512,787,18,427,33,0,100
Client_2,Finance,Facebook,Reel,Tutorial,3858,6124,255,16,66,5,137,68
Client_6,Fashion,Instagram,Carousel,Tutorial,14145,18615,335,31,444,33,164,100
Client_6,Tech,Instagram,Video,BehindScenes,7847,10982,113,3,170,16,0,100
Client_4,Tech,LinkedIn,Image,BehindScenes,3118,4495,105,3,101,10,0,74
Client_3,Finance,Instagram,Video,BehindScenes,10088,15597,171,11,166,16,0,100
Client_8,Health,YouTube,Reel,Education,20118,31090,1821,91,586,42,0,100
Client_4,Health,Facebook,Text,Tutorial,5524,8727,419,22,156,16,154,100
Client_5,Food,TikTok,Carousel,News,23084,33071,1587,85,360,28,0,100
Client_7,Health,Instagram,Carousel,Tutorial,14718,22293,747,26,283,27,0,100
Client_1,Tech,LinkedIn,Reel,News,3019,4071,158,3,106,11,0,80
Client_6,Finance,TikTok,Image,Education,13958,17891,579,47,384,35,0,100
Client_4,Fashion,Facebook,Reel,Promo,3571,5737,310,23,86,9,225,83
Client_8,Fashion,TikTok,Text,BehindScenes,30031,47866,1118,57,689,73,215,100
Client_8,Fashion,Instagram,Image,BehindScenes,12415,20476,305,26,501,52,118,100
Client_4,Fashion,YouTube,Image,News,24016,38288,1456,113,586,63,0,100
Client_2,Health,YouTube,Carousel,Tutorial,25276,30573,1679,103,412,47,0,100
Client_4,Tech,YouTube,Video,Education,20077,30486,570,19,793,76,113,100
Client_8,Health,YouTube,Text,Education,18459,24256,1323,80,382,21,0,100
Client_1,Fashion,YouTube,Reel,News,25598,40395,2088,189,1113,96,0,100
Client_8,Fashion,LinkedIn,Text,BehindScenes,1877,2811,28,1,78,6,0,53
Client_4,Health,YouTube,Text,News,28816,34672,1360,40,849,85,0,100
Client_5,Finance,TikTok,Image,BehindScenes,12467,16035,702,45,226,15,0,100
Client_7,Tech,TikTok,Text,BehindScenes,18311,28238,1596,158,289,21,0,100
Client_1,Health,Facebook,Video,Promo,1927,2439,36,1,68,4,0,48
Client_2,Fashion,TikTok,Text,News,22256,34586,1375,77,910,87,0,100
Client_3,Health,Instagram,Video,BehindScenes,11672,16746,288,25,405,37,0,100
Client_1,Fashion,LinkedIn,Text,Tutorial,4649,6176,202,13,180,20,0,100
Client_5,Fashion,LinkedIn,Carousel,BehindScenes,3076,3726,104,5,69,4,0,59
Client_8,Tech,Instagram,Video,News,8301,12374,282,12,304,17,0,100
Client_4,Fashion,TikTok,Carousel,Education,19309,27743,1642,49,804,65,0,100
Client_7,Tech,LinkedIn,Reel,News,3892,4890,125,12,139,12,0,99
Client_1,Finance,TikTok,Image,Tutorial,30981,52159,2042,76,1401,89,32,100
Client_4,Finance,Instagram,Reel,Education,15343,21726,401,36,367,38,141,100
Client_2,Tech,YouTube,Text,Tutorial,26195,37095,1754,121,668,53,0,100
Client_2,Finance,LinkedIn,Text,Tutorial,3711,4595,232,22,137,13,0,100
Client_1,Tech,Facebook,Video,BehindScenes,3122,4278,106,9,46,2,0,46
Client_4,Finance,TikTok,Image,BehindScenes,16629,24117,441,10,362,38,54,100
Client_1,Tech,TikTok,Reel,Education,17668,24380,644,16,585,38,0,100
Client_5,Fashion,TikTok,Video,Education,23858,35308,1424,33,704,69,0,100
Client_6,Health,Instagram,Text,BehindScenes,5896,8580,362,34,242,28,0,100
Client_8,Food,LinkedIn,Carousel,BehindScenes,1257,1542,45,2,40,3,0,40
Client_6,Health,YouTube,Video,News,15126,22309,920,86,581,42,247,100
Client_6,Food,TikTok,Video,Promo,26183,40287,566,40,473,29,0,100
Client_7,Fashion,TikTok,Reel,Tutorial,22971,28300,1199,45,538,61,0,100
Client_4,Health,TikTok,Text,Promo,21841,27627,447,13,305,25,0,100
Client_3,Fashion,Facebook,Text,Tutorial,1672,2150,61,2,24,2,0,30
Client_6,Health,YouTube,Text,Tutorial,25047,37001,1607,83,722,60,0,100
Client_4,Finance,YouTube,Image,Tutorial,17054,21722,1220,110,494,26,0,100
Client_5,Food,TikTok,Text,News,16178,20110,334,18,237,21,0,100
Client_8,Health,LinkedIn,Image,Promo,4414,5522,240,13,103,7,0,87
Client_5,Health,Instagram,Reel,Education,8235,13157,695,30,140,16,0,100
Client_2,Finance,Facebook,Carousel,Education,4444,7086,222,4,207,17,0,100
Client_5,Food,LinkedIn,Carousel,Promo,4417,5502,283,10,147,10,0,100
Client_3,Finance,YouTube,Carousel,News,15653,20966,223,17,410,40,0,100
Client_3,Food,Facebook,Text,Promo,5910,7777,422,14,177,19,154,100
Client_7,Health,Facebook,Text,Promo,3817,5928,141,3,87,7,0,69
Client_3,Tech,Instagram,Text,News,8878,12892,334,11,272,17,0,100
Client_1,Fashion,YouTube,Reel,Tutorial,21754,28207,737,36,348,37,0,100
Client_3,Finance,Instagram,Carousel,Tutorial,13224,20847,550,11,253,27,0,100
Client_7,Food,YouTube,Text,Education,20605,27181,1132,112,351,22,0,100
Client_7,Tech,TikTok,Image,Education,12825,17893,541,30,257,29,0,100
Client_5,Finance,YouTube,Text,Education,17807,26797,474,16,334,23,0,100
Client_2,Health,LinkedIn,Text,Education,4947,8413,434,18,106,6,184,100
Client_4,Health,Instagram,Video,Education,6396,9585,153,13,220,20,0,100
Client_3,Health,Instagram,Reel,News,18935,25315,917,40,741,80,184,100
Client_1,Finance,TikTok,Carousel,Tutorial,23102,33093,450,35,938,59,168,100
Client_1,Food,Facebook,Reel,News,1297,1819,43,1,24,2,0,29
Client_6,Fashion,Facebook,Video,Tutorial,2279,3157,123,3,34,3,0,45
